crime_id,date,year,month,day,day_of_week,time,hour,city,neighborhood,crime_type,severity,latitude,longitude,victim_age,victim_gender,arrested,domestic_violence,case_status,description,month_name,quarter,hour_category,season
CR009505,2021-03-09,2021,3,9,Tuesday,02:52,2,New York,New York - Neighborhood 4,Robbery,4,40.7159,-74.0395,88.0,Female,False,True,Closed,Report of robbery at 02:52,March,1,Late Night,Spring
CR009506,2023-06-25,2023,6,25,Sunday,07:14,7,Chicago,Chicago - Neighborhood 3,Homicide,5,41.9384,-87.7162,47.0,Unknown,False,False,Closed,Police responded to homicide call,June,2,Morning,Summer
CR009507,2022-07-27,2022,7,27,Wednesday,23:12,23,Dallas,Dallas - Neighborhood 3,Assault,4,32.7562,-96.8356,15.0,Unknown,False,False,Closed,Police responded to assault call,July,3,Evening,Summer
CR009508,2021-08-10,2021,8,10,Tuesday,21:54,21,Chicago,Chicago - Neighborhood 3,Homicide,5,41.8967,-87.6843,1.0,Male,True,False,Pending,Report of homicide at 21:54,August,3,Evening,Summer
CR009509,2022-03-14,2022,3,14,Monday,21:56,21,Houston,Houston - Neighborhood 10,Assault,4,29.7674,-95.4014,90.0,Female,False,False,Pending,Suspect involved in assault incident,March,1,Evening,Spring
CR009510,2020-01-07,2020,1,7,Tuesday,18:46,18,Chicago,Chicago - Neighborhood 2,Assault,4,41.931,-87.7103,45.0,Male,True,False,Closed,Suspect involved in assault incident,January,1,Evening,Winter
CR009511,2020-03-02,2020,3,2,Monday,17:30,17,Chicago,Chicago - Neighborhood 3,Drug Offense,2,41.9592,-87.6433,53.0,,True,False,Open,Report of drug offense at 17:30,March,1,Afternoon,Spring
CR009512,2021-07-26,2021,7,26,Monday,05:34,5,Philadelphia,Philadelphia - Neighborhood 5,Vandalism,2,39.9013,-75.1164,50.0,Female,False,False,Closed,Report of vandalism at 05:34,July,3,Late Night,Summer
CR009513,2022-03-04,2022,3,4,Friday,15:14,15,New York,New York - Neighborhood 8,Burglary,3,40.7885,-74.0812,24.0,Male,False,False,Open,Police responded to burglary call,March,1,Afternoon,Spring
CR009514,2023-09-03,2023,9,3,Sunday,08:59,8,New York,New York - Neighborhood 3,Vandalism,2,40.7974,-73.9591,87.0,Unknown,False,False,Open,Report of vandalism at 08:59,September,3,Morning,Fall
CR009515,2020-08-11,2020,8,11,Tuesday,22:46,22,San Diego,San Diego - Neighborhood 2,Burglary,3,32.6276,-117.0737,84.0,Unknown,False,False,Closed,Victim reported burglary,August,3,Evening,Summer
CR009516,2023-10-25,2023,10,25,Wednesday,17:47,17,Chicago,Chicago - Neighborhood 5,Robbery,4,41.886,-87.6125,17.0,Unknown,True,True,Pending,Victim reported robbery,October,4,Afternoon,Fall
CR009517,2023-10-07,2023,10,7,Saturday,16:52,16,New York,New York - Neighborhood 2,Theft,2,40.6543,-74.062,,Unknown,True,False,Closed,Suspect involved in theft incident,October,4,Afternoon,Fall
CR009518,2023-08-18,2023,8,18,Friday,18:07,18,New York,New York - Neighborhood 7,Domestic Violence,4,40.6913,-73.9419,23.0,,False,True,Closed,Victim reported domestic violence,August,3,Evening,Summer
CR009519,2020-07-18,2020,7,18,Saturday,19:48,19,Philadelphia,Philadelphia - Neighborhood 1,Assault,4,39.9463,-75.2038,4.0,,False,False,Pending,Police responded to assault call,July,3,Evening,Summer
CR009520,2020-12-29,2020,12,29,Tuesday,17:21,17,San Antonio,San Antonio - Neighborhood 2,Robbery,4,29.3943,-98.4967,,Male,True,False,Archived,Victim reported robbery,December,4,Afternoon,Winter
CR009521,2020-09-19,2020,9,19,Saturday,17:06,17,New York,New York - Neighborhood 9,Homicide,5,40.6555,-74.1042,55.0,,True,False,Open,Report of homicide at 17:06,September,3,Afternoon,Fall
CR009522,2023-12-24,2023,12,24,Sunday,21:02,21,Philadelphia,Philadelphia - Neighborhood 5,Robbery,4,39.8545,-75.1199,44.0,Female,False,True,Open,Victim reported robbery,December,4,Evening,Winter
CR009523,2020-09-16,2020,9,16,Wednesday,06:01,6,Chicago,Chicago - Neighborhood 4,Theft,2,41.9098,-87.5804,69.0,Unknown,False,True,Pending,Police responded to theft call,September,3,Morning,Fall
CR009524,2022-10-17,2022,10,17,Monday,07:18,7,Los Angeles,Los Angeles - Neighborhood 5,Assault,4,34.0264,-118.3323,31.0,Female,True,False,Open,Suspect involved in assault incident,October,4,Morning,Fall
CR009525,2021-06-22,2021,6,22,Tuesday,21:33,21,Los Angeles,Los Angeles - Neighborhood 4,Fraud,2,34.1478,-118.2558,59.0,Male,False,False,Pending,Police responded to fraud call,June,2,Evening,Summer
CR009526,2020-04-15,2020,4,15,Wednesday,18:03,18,Los Angeles,Los Angeles - Neighborhood 1,Vehicle Theft,3,34.0089,-118.2298,87.0,,False,False,Closed,Suspect involved in vehicle theft incident,April,2,Evening,Spring
CR009527,2021-01-14,2021,1,14,Thursday,04:48,4,New York,New York - Neighborhood 2,Theft,2,40.6343,-74.0714,79.0,,False,False,Closed,Suspect involved in theft incident,January,1,Late Night,Winter
CR009528,2021-03-30,2021,3,30,Tuesday,00:41,0,San Diego,San Diego - Neighborhood 6,Sexual Assault,5,32.62,-117.0632,77.0,,False,False,Archived,Report of sexual assault at 00:41,March,1,Late Night,Spring
CR009529,2020-09-26,2020,9,26,Saturday,13:24,13,Houston,Houston - Neighborhood 6,Robbery,4,29.6617,-95.3579,,,False,False,Closed,Suspect involved in robbery incident,September,3,Afternoon,Fall
CR009530,2022-01-03,2022,1,3,Monday,08:12,8,Chicago,Chicago - Neighborhood 2,Assault,4,41.9175,-87.5603,43.0,Male,True,False,Closed,Police responded to assault call,January,1,Morning,Winter
CR009531,2023-12-07,2023,12,7,Thursday,00:26,0,San Antonio,San Antonio - Neighborhood 3,Domestic Violence,4,29.4887,-98.5807,32.0,,True,True,Archived,Report of domestic violence at 00:26,December,4,Late Night,Winter
CR009532,2022-04-03,2022,4,3,Sunday,09:23,9,San Antonio,San Antonio - Neighborhood 6,Theft,2,29.4536,-98.3963,,Male,False,False,Open,Report of theft at 09:23,April,2,Morning,Spring
CR009533,2020-02-26,2020,2,26,Wednesday,10:40,10,San Antonio,San Antonio - Neighborhood 5,Drug Offense,2,29.4031,-98.4826,,Male,False,False,Closed,Victim reported drug offense,February,1,Morning,Winter
CR009534,2023-09-08,2023,9,8,Friday,20:24,20,Philadelphia,Philadelphia - Neighborhood 2,Robbery,4,39.9667,-75.0709,30.0,Unknown,False,False,Open,Victim reported robbery,September,3,Evening,Fall
CR009535,2020-05-23,2020,5,23,Saturday,15:54,15,New York,New York - Neighborhood 8,Domestic Violence,4,40.671,-74.0465,83.0,Unknown,True,True,Closed,Suspect involved in domestic violence incident,May,2,Afternoon,Spring
CR009536,2023-08-07,2023,8,7,Monday,09:18,9,Los Angeles,Los Angeles - Neighborhood 1,Vandalism,2,34.1406,-118.2357,73.0,Male,False,False,Open,Report of vandalism at 09:18,August,3,Morning,Summer
CR009537,2021-09-03,2021,9,3,Friday,06:08,6,New York,New York - Neighborhood 2,Assault,4,40.7167,-74.088,85.0,Unknown,True,False,Pending,Suspect involved in assault incident,September,3,Morning,Fall
CR009538,2020-03-01,2020,3,1,Sunday,15:35,15,San Jose,San Jose - Neighborhood 5,Theft,2,37.3004,-121.7991,54.0,Female,False,False,Pending,Report of theft at 15:35,March,1,Afternoon,Spring
CR009539,2023-02-17,2023,2,17,Friday,17:06,17,Los Angeles,Los Angeles - Neighborhood 1,Vandalism,2,33.9901,-118.3016,43.0,,False,False,Closed,Report of vandalism at 17:06,February,1,Afternoon,Winter
CR009540,2021-10-07,2021,10,7,Thursday,11:23,11,Houston,Houston - Neighborhood 5,Theft,2,29.7064,-95.2892,60.0,Male,False,False,Closed,Suspect involved in theft incident,October,4,Morning,Fall
CR009541,2023-06-04,2023,6,4,Sunday,08:56,8,Houston,Houston - Neighborhood 5,Assault,4,29.6777,-95.3691,11.0,Male,True,False,Open,Suspect involved in assault incident,June,2,Morning,Summer
CR009542,2022-01-21,2022,1,21,Friday,02:22,2,Chicago,Chicago - Neighborhood 5,Arson,4,41.8521,-87.63,29.0,Unknown,True,False,Closed,Suspect involved in arson incident,January,1,Late Night,Winter
CR009543,2023-12-27,2023,12,27,Wednesday,22:22,22,Los Angeles,Los Angeles - Neighborhood 1,Fraud,2,34.0532,-118.287,77.0,,False,False,Closed,Report of fraud at 22:22,December,4,Evening,Winter
CR009544,2021-03-11,2021,3,11,Thursday,18:26,18,New York,New York - Neighborhood 2,Burglary,3,40.6176,-74.0732,32.0,Unknown,False,False,Open,Report of burglary at 18:26,March,1,Evening,Spring
CR009545,2021-02-15,2021,2,15,Monday,09:51,9,Houston,Houston - Neighborhood 1,Assault,4,29.7772,-95.3949,26.0,Female,True,False,Closed,Report of assault at 09:51,February,1,Morning,Winter
CR009546,2021-01-11,2021,1,11,Monday,20:29,20,Chicago,Chicago - Neighborhood 2,Vehicle Theft,3,41.9486,-87.5977,19.0,,False,False,Closed,Suspect involved in vehicle theft incident,January,1,Evening,Winter
CR009547,2020-02-10,2020,2,10,Monday,09:58,9,San Antonio,San Antonio - Neighborhood 5,Theft,2,29.4558,-98.4824,36.0,,False,False,Closed,Victim reported theft,February,1,Morning,Winter
CR009548,2023-08-20,2023,8,20,Sunday,06:05,6,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,33.9614,-118.2948,61.0,Male,False,False,Closed,Suspect involved in theft incident,August,3,Morning,Summer
CR009549,2021-08-15,2021,8,15,Sunday,10:09,10,San Antonio,San Antonio - Neighborhood 4,Theft,2,29.3837,-98.4727,,Unknown,False,False,Archived,Suspect involved in theft incident,August,3,Morning,Summer
CR009550,2022-03-07,2022,3,7,Monday,00:48,0,Chicago,Chicago - Neighborhood 2,Arson,4,41.8571,-87.5831,21.0,,False,False,Closed,Report of arson at 00:48,March,1,Late Night,Spring
CR009551,2020-08-11,2020,8,11,Tuesday,17:21,17,New York,New York - Neighborhood 3,Theft,2,40.6693,-73.9536,48.0,Male,True,False,Closed,Victim reported theft,August,3,Afternoon,Summer
CR009552,2023-07-25,2023,7,25,Tuesday,20:12,20,Chicago,Chicago - Neighborhood 1,Assault,4,41.9267,-87.7269,77.0,Female,True,False,Closed,Police responded to assault call,July,3,Evening,Summer
CR009553,2022-11-16,2022,11,16,Wednesday,18:33,18,Philadelphia,Philadelphia - Neighborhood 3,Arson,4,39.9493,-75.1573,,Unknown,False,False,Pending,Report of arson at 18:33,November,4,Evening,Fall
CR009554,2021-02-08,2021,2,8,Monday,18:54,18,New York,New York - Neighborhood 1,Theft,2,40.7876,-73.9919,70.0,Unknown,True,True,Closed,Victim reported theft,February,1,Evening,Winter
CR009555,2022-11-27,2022,11,27,Sunday,18:33,18,Dallas,Dallas - Neighborhood 1,Vandalism,2,32.8061,-96.7228,,Male,True,False,Closed,Police responded to vandalism call,November,4,Evening,Fall
CR009556,2022-03-19,2022,3,19,Saturday,12:15,12,New York,New York - Neighborhood 2,Burglary,3,40.7507,-74.018,42.0,Male,True,False,Open,Suspect involved in burglary incident,March,1,Afternoon,Spring
CR009557,2022-05-10,2022,5,10,Tuesday,08:45,8,San Antonio,San Antonio - Neighborhood 2,Arson,4,29.3761,-98.5538,87.0,Unknown,False,False,Closed,Police responded to arson call,May,2,Morning,Spring
CR009558,2020-09-06,2020,9,6,Sunday,05:49,5,Philadelphia,Philadelphia - Neighborhood 1,Assault,4,39.9198,-75.2578,37.0,Female,False,True,Closed,Victim reported assault,September,3,Late Night,Fall
CR009559,2021-03-07,2021,3,7,Sunday,15:05,15,New York,New York - Neighborhood 2,Drug Offense,2,40.7027,-74.0703,81.0,Unknown,True,False,Open,Suspect involved in drug offense incident,March,1,Afternoon,Spring
CR009560,2020-05-10,2020,5,10,Sunday,22:29,22,Dallas,Dallas - Neighborhood 9,Burglary,3,32.8403,-96.8417,26.0,Male,True,False,Closed,Victim reported burglary,May,2,Evening,Spring
CR009561,2020-10-17,2020,10,17,Saturday,08:39,8,San Jose,San Jose - Neighborhood 3,Drug Offense,2,37.304,-121.8457,29.0,Female,False,False,Closed,Police responded to drug offense call,October,4,Morning,Fall
CR009562,2020-10-28,2020,10,28,Wednesday,03:58,3,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0668,-118.3062,13.0,Unknown,False,False,Open,Report of theft at 03:58,October,4,Late Night,Fall
CR009563,2023-06-21,2023,6,21,Wednesday,17:28,17,Chicago,Chicago - Neighborhood 3,Burglary,3,41.856,-87.566,73.0,Unknown,False,False,Closed,Suspect involved in burglary incident,June,2,Afternoon,Summer
CR009564,2021-01-12,2021,1,12,Tuesday,10:37,10,New York,New York - Neighborhood 5,Theft,2,40.6696,-74.0141,50.0,Male,False,False,Closed,Victim reported theft,January,1,Morning,Winter
CR009565,2023-10-23,2023,10,23,Monday,06:36,6,Los Angeles,Los Angeles - Neighborhood 1,Theft,2,34.1034,-118.3119,46.0,Female,False,False,Pending,Victim reported theft,October,4,Morning,Fall
CR009566,2022-03-18,2022,3,18,Friday,14:34,14,Los Angeles,Los Angeles - Neighborhood 2,Assault,4,34.0389,-118.1895,49.0,Unknown,False,False,Closed,Suspect involved in assault incident,March,1,Afternoon,Spring
CR009567,2021-07-31,2021,7,31,Saturday,18:54,18,New York,New York - Neighborhood 4,Theft,2,40.6295,-73.9489,62.0,,True,True,Closed,Suspect involved in theft incident,July,3,Evening,Summer
CR009568,2022-04-17,2022,4,17,Sunday,18:12,18,Chicago,Chicago - Neighborhood 5,Burglary,3,41.9051,-87.7054,26.0,Male,True,False,Closed,Suspect involved in burglary incident,April,2,Evening,Spring
CR009569,2022-10-17,2022,10,17,Monday,08:41,8,New York,New York - Neighborhood 9,Theft,2,40.6386,-74.0554,89.0,,True,False,Closed,Victim reported theft,October,4,Morning,Fall
CR009570,2020-12-17,2020,12,17,Thursday,14:40,14,New York,New York - Neighborhood 7,Theft,2,40.7103,-74.0245,17.0,Female,False,True,Closed,Report of theft at 14:40,December,4,Afternoon,Winter
CR009571,2023-01-17,2023,1,17,Tuesday,15:42,15,Chicago,Chicago - Neighborhood 4,Fraud,2,41.8938,-87.5852,35.0,Male,True,False,Open,Report of fraud at 15:42,January,1,Afternoon,Winter
CR009572,2022-11-29,2022,11,29,Tuesday,19:33,19,Phoenix,Phoenix - Neighborhood 3,Theft,2,33.3503,-112.0565,63.0,Female,False,False,Closed,Victim reported theft,November,4,Evening,Fall
CR009573,2022-07-31,2022,7,31,Sunday,10:20,10,San Diego,San Diego - Neighborhood 5,Theft,2,32.7048,-117.1137,46.0,Female,False,False,Open,Report of theft at 10:20,July,3,Morning,Summer
CR009574,2022-01-02,2022,1,2,Sunday,12:55,12,New York,New York - Neighborhood 4,Burglary,3,40.7487,-73.9979,28.0,,False,False,Pending,Police responded to burglary call,January,1,Afternoon,Winter
CR009575,2020-05-16,2020,5,16,Saturday,21:59,21,Dallas,Dallas - Neighborhood 6,Fraud,2,32.7162,-96.8715,1.0,Female,False,False,Open,Report of fraud at 21:59,May,2,Evening,Spring
CR009576,2023-02-21,2023,2,21,Tuesday,18:06,18,Philadelphia,Philadelphia - Neighborhood 2,Theft,2,39.8611,-75.1811,66.0,,True,True,Open,Report of theft at 18:06,February,1,Evening,Winter
CR009577,2021-03-13,2021,3,13,Saturday,06:33,6,New York,New York - Neighborhood 7,Vehicle Theft,3,40.7981,-73.9435,25.0,Male,False,False,Closed,Victim reported vehicle theft,March,1,Morning,Spring
CR009578,2022-07-05,2022,7,5,Tuesday,15:13,15,New York,New York - Neighborhood 6,Drug Offense,2,40.7419,-73.9582,,Female,False,False,Closed,Victim reported drug offense,July,3,Afternoon,Summer
CR009579,2022-06-27,2022,6,27,Monday,18:18,18,Philadelphia,Philadelphia - Neighborhood 1,Vehicle Theft,3,39.8858,-75.0747,86.0,Unknown,False,True,Pending,Victim reported vehicle theft,June,2,Evening,Summer
CR009580,2023-07-10,2023,7,10,Monday,04:45,4,Dallas,Dallas - Neighborhood 6,Robbery,4,32.6887,-96.7976,69.0,Male,False,False,Closed,Victim reported robbery,July,3,Late Night,Summer
CR009581,2022-05-01,2022,5,1,Sunday,05:41,5,Dallas,Dallas - Neighborhood 9,Burglary,3,32.835,-96.8146,64.0,Female,False,False,Open,Police responded to burglary call,May,2,Late Night,Spring
CR009582,2022-02-04,2022,2,4,Friday,19:16,19,New York,New York - Neighborhood 10,Arson,4,40.7127,-74.0225,35.0,,True,True,Closed,Report of arson at 19:16,February,1,Evening,Winter
CR009583,2023-03-31,2023,3,31,Friday,11:34,11,Phoenix,Phoenix - Neighborhood 6,Sexual Assault,5,33.4043,-112.1577,30.0,Female,False,False,Open,Report of sexual assault at 11:34,March,1,Morning,Spring
CR009584,2020-09-30,2020,9,30,Wednesday,10:21,10,Houston,Houston - Neighborhood 10,Theft,2,29.6774,-95.3792,61.0,Unknown,False,False,Closed,Victim reported theft,September,3,Morning,Fall
CR009585,2020-11-30,2020,11,30,Monday,21:50,21,Los Angeles,Los Angeles - Neighborhood 3,Vandalism,2,33.9851,-118.1845,57.0,Unknown,False,False,Open,Victim reported vandalism,November,4,Evening,Fall
CR009586,2021-09-05,2021,9,5,Sunday,04:17,4,New York,New York - Neighborhood 6,Burglary,3,40.6592,-74.0704,41.0,,False,False,Pending,Victim reported burglary,September,3,Late Night,Fall
CR009587,2021-05-16,2021,5,16,Sunday,19:49,19,New York,New York - Neighborhood 5,Arson,4,40.7603,-73.9658,46.0,Female,False,False,Closed,Report of arson at 19:49,May,2,Evening,Spring
CR009588,2021-06-05,2021,6,5,Saturday,15:37,15,Philadelphia,Philadelphia - Neighborhood 6,Assault,4,39.9666,-75.2432,,Unknown,True,False,Archived,Victim reported assault,June,2,Afternoon,Summer
CR009589,2020-07-18,2020,7,18,Saturday,09:09,9,Chicago,Chicago - Neighborhood 1,Homicide,5,41.8724,-87.5815,,Unknown,False,False,Closed,Suspect involved in homicide incident,July,3,Morning,Summer
CR009590,2021-08-17,2021,8,17,Tuesday,06:06,6,Los Angeles,Los Angeles - Neighborhood 4,Robbery,4,33.954,-118.2635,89.0,,True,False,Pending,Victim reported robbery,August,3,Morning,Summer
CR009591,2023-02-01,2023,2,1,Wednesday,16:13,16,Phoenix,Phoenix - Neighborhood 4,Theft,2,33.5012,-111.9898,25.0,,False,False,Pending,Report of theft at 16:13,February,1,Afternoon,Winter
CR009592,2020-04-23,2020,4,23,Thursday,06:51,6,New York,New York - Neighborhood 6,Assault,4,40.791,-74.0776,33.0,Female,False,False,Open,Report of assault at 06:51,April,2,Morning,Spring
CR009593,2020-04-25,2020,4,25,Saturday,20:58,20,New York,New York - Neighborhood 6,Vandalism,2,40.7553,-73.9661,57.0,Unknown,False,True,Closed,Suspect involved in vandalism incident,April,2,Evening,Spring
CR009594,2020-06-19,2020,6,19,Friday,10:00,10,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0028,-118.1813,52.0,,False,False,Closed,Suspect involved in theft incident,June,2,Morning,Summer
CR009595,2023-11-16,2023,11,16,Thursday,21:19,21,New York,New York - Neighborhood 10,Burglary,3,40.7253,-74.0631,19.0,Male,False,False,Pending,Report of burglary at 21:19,November,4,Evening,Fall
CR009596,2022-07-25,2022,7,25,Monday,07:11,7,Philadelphia,Philadelphia - Neighborhood 3,Vehicle Theft,3,39.9384,-75.1932,46.0,Female,True,False,Archived,Suspect involved in vehicle theft incident,July,3,Morning,Summer
CR009597,2022-11-29,2022,11,29,Tuesday,17:03,17,New York,New York - Neighborhood 3,Burglary,3,40.7271,-74.012,49.0,Unknown,False,False,Open,Victim reported burglary,November,4,Afternoon,Fall
CR009598,2020-01-18,2020,1,18,Saturday,21:20,21,Phoenix,Phoenix - Neighborhood 5,Vehicle Theft,3,33.3641,-112.1128,85.0,Unknown,False,False,Pending,Victim reported vehicle theft,January,1,Evening,Winter
CR009599,2022-11-26,2022,11,26,Saturday,09:06,9,San Diego,San Diego - Neighborhood 1,Arson,4,32.6504,-117.1242,,Male,False,False,Pending,Police responded to arson call,November,4,Morning,Fall
CR009600,2023-12-30,2023,12,30,Saturday,16:17,16,Houston,Houston - Neighborhood 5,Assault,4,29.6727,-95.2749,25.0,,True,False,Closed,Suspect involved in assault incident,December,4,Afternoon,Winter
CR009601,2021-10-29,2021,10,29,Friday,15:52,15,Phoenix,Phoenix - Neighborhood 7,Fraud,2,33.5019,-112.0132,,Unknown,False,True,Open,Report of fraud at 15:52,October,4,Afternoon,Fall
CR009602,2022-05-25,2022,5,25,Wednesday,21:54,21,Chicago,Chicago - Neighborhood 2,Arson,4,41.7925,-87.6761,,Female,False,False,Pending,Suspect involved in arson incident,May,2,Evening,Spring
CR009603,2022-12-05,2022,12,5,Monday,05:36,5,Philadelphia,Philadelphia - Neighborhood 2,Burglary,3,40.0216,-75.1114,,Unknown,False,False,Open,Victim reported burglary,December,4,Late Night,Winter
